"Tortfeasor tortiously injured Victim in an auto accident. While Victim was recovering in Hospital, Tortfeasor's liability insurer, Insurer, settled with Victim for $ 5,000$. Victim gave Insurer a signed release and received a signed memorandum wherein Insurer promised to pay Victim $ 5,000$ by check within 30 days. When Victim left Hospital two days later, Hospital demanded payment of its $ 4,000$ stated bill. Victim thereupon gave Hospital his own negotiable promissory note for $ 4,000$, payable to Hospital's order in 30 days, and also, as security, assigned to Hospital the Insurer settlement memorandum. Hospital promptly assigned for value the settlement memorandum and negotiated the note to Holder, who took the note as a holder in due course. Subsequently, Victim misrepresented to Insurer that he had lost the settlement memorandum and needed another. Insurer issued another memorandum identical to the first, and Victim assigned it to $\mathrm{ABC}$ Furniture to secure a $ 5,000$ credit sale contract. $\mathrm{ABC}$ immediately notified Insurer of this assignment. Later it was discovered that Hospital had mistakenly overbilled Victim by the amount of $ 1,000$ and that Tortfeasor was an irresponsible minor. If Victim starts an action against Insurer 40 days after the insurance settlement agreement, can Victim recover?","Yes, because his attempted assignments of his claim against Insurer were ineffective, inasmuch as Insurer's promise to pay ""by check"" created a right in Victim that was too personal to assign.","No, because he no longer has possession of Insurer's written memorandum.","No, because Tortfeasor's minority and irresponsibility vitiated the settlement agreement between Victim and Insurer.","No, because he has made at least one effective assignment of his claim against Insurer, and Insurer has notice thereof.",D
"Metterly, the owner in fee simple of Brownacre, by quitclaim deed conveyed Brownacre to her daughter, Doris, who paid no consideration for the conveyance. The deed was never recorded. About a year after the delivery of the deed, Metterly decided that this gift had been ill-advised. She requested that Doris destroy the deed, which Doris dutifully and voluntarily did. Within the month following the destruction of the deed, Metterly and Doris were killed in a common disaster. Each of the successors in interest claimed title to Brownacre. In an appropriate action to determine the title to Brownacre, the probable outcome will be that:","Metterly was the owner of Brownacre, because Doris was a donee and therefore could not acquire title by quitclaim deed.","Metterly was the owner of Brownacre, because title to Brownacre reverted to her upon the voluntary destruction of the deed by Doris. ","Doris was the owner of Brownacre, because her destruction of the deed to Brownacre was under the undue influence of Metterly.","Doris was the owner of Brownacre, because the deed was merely evidence of her title, and its destruction was insufficient to cause title to pass back to Metterly.",D
"Alford was a suspect in a homicide committed during a robbery of a liquor store. Barber was a friend of Alford. Police telephoned Barber and asked if he would help locate Alford. Barber agreed and met the police officers at headquarters later that night. After a discussion during which police asked questions about Alford and the homicide, Barber said that he wanted to get something ""off his chest"" and advised the officers that he was in on the robbery but that Alford had shot the owner of the store without his permission or prior knowledge. The officers then for the first time gave Barber his Miranda warnings. Barber was indicted for felony murder. He moved to prevent the introduction of his statement into evidence. His motion should be:","Granted, because Barber was effectively in custody and entitled to receive Miranda warnings at the beginning of the discussion.","Granted, because Barber's right to counsel and due process were violated by the interrogation at police headquarters.","Denied, because his statement was freely and voluntarily given and he was not entitled to Miranda warnings.","Denied, because by visiting headquarters voluntarily, Barber waived his right to have Miranda warnings at the beginning of the discussion.",C
"Pitt sued Dow for damages for injuries that Pitt incurred when a badly rotted limb fell from a curbside tree in front of Dow's home and hit Pitt. Dow claimed that the tree was on city property and thus was the responsibility of the city. At trial, Pitt offered testimony that, a week after the accident, Dow had cut the tree down with a chainsaw. The offered evidence is:","Inadmissible, because there is a policy to encourage safety precautions.","Inadmissible, because it is irrelevant to the condition of the tree at the time of the accident.",Admissible to show the tree was on Dow's property.,Admissible to show the tree was in a rotted condition. ,C
In which of the following circumstances would Defendant most likely be guilty of common law murder?,"Defendant and Nate are having an argument, and Nate punches Defendant. Mistakenly believing that Nate intends to stab him, Defendant shoots him.","At a Fourth of July celebration, Defendant fires a pistol, and the ricocheting bullet hits and kills $\mathrm{Al}$.","While hunting, Defendant sees a movement. Although he cannot see what moved, he believes it to be a deer and fires into the bush. In fact, the movement was caused by George, and George is killed by the bullet fired by Defendant.","During a robbery, Defendant accidentally drops a grenade. It goes off and a customer is killed. ",D
"On Halloween night, Darryl, who is 12 years old, dressed up as a bandit by wearing dark clothes and a pair of panty hose over his head and went trick or treating. Darryl carried a toy gun that looked like a real firearm. Darryl's method of operation was to go up to a house and ring the bell. When the person answered, he pointed his toy gun at the person's face and said, ""Your money or your life,"" and then shouted, ""Trick or treat!"" At the fifth house he went to, Darryl began his routine, but before he could say ""trick or treat,"" Patty, the elderly homeowner, screamed and slammed the door in Darryl's face. Still shaken by the experience, Patty suffered a heart attack five minutes later. Has Patty a cause of action against Darryl?","Yes, for intentional infliction of emotional distress.","Yes, for assault.","No, because Darryl is only 12 years old.","No, because Patty should have known that the gun was a toy since it was Halloween.",D
"Photog, a freelance professional photographer, went to Department Store to purchase some film. As he was leaving the store, he noticed that Actress, a well-known Hollywood starlet, was browsing through the women's clothing department in Department Store. Photog took a picture of Actress in the clothing department without Actress's knowledge. Several days later, Photog took the photograph to the manager of Department Store and sold him the picture, explaining that Actress had agreed that Department Store could use the photograph in an advertising campaign. The manager enlarged the photograph and hung it above the main entrance to Department Store with a caption that read, ""The store where Actress shops."" One month earlier, Actress had entered into a contract with Hardware Store, the terms of which provided that Hardware Store had the exclusive right to use Actress's name and likeness for advertising purposes. As a result of the photograph's appearing at Department Store, Hardware Store canceled its contract with Actress. If Actress asserts a claim based on invasion of privacy against Department Store, will Actress prevail?","Yes, because Department Store, without Actress's permission, used Actress's picture for profit.","Yes, because Photog had no right to take Actress's picture.","No, because Department Store believed it had permission to display Actress's picture.","No, because Actress would clearly qualify as a public figure.",A
"Walter purchased a new power boat with an inboard engine from City Marine. The boat was manufactured by Watersports, Inc. Later that summer, Walter was using his boat on the lake to tow some of his friends while they waterskied when he found himself near the end of the lake where the large dam that had formed the lake was located. Several hundred feet from the dam were large pylons bearing signs warning boaters to stay at least 50 yards away. Between the pylons and the dam, about 100 feet from the pylons, was a partially submerged chain link fence covering the underwater pipes that drew water to run the hydroelectric generating turbines. Walter decided to show off by weaving his boat in and out of the warning pylons. As he rounded the last of them, the steering mechanism of his boat jammed, and it and Walter were propelled into the chain link fence. Tom, who was skiing behind the boat, was pulled into one of the pylons. Both Walter and Tom were severely injured. The jurisdiction follows traditional contributory negligence rules. Walter brings an action for damages against City Marine on a theory of strict liability in tort. Who will prevail?","City Marine, if it properly inspected the boat before selling it to Walter.","City Marine, if Walter is found to have been negligent in weaving in and out of the pylons.","Walter, if he can show that the steering failed due to a defect present when the boat left the manufacturer.","Walter, because the steering mechanism failed while he was operating the boat.",C
"Able, an attorney, sued Clinton, a client, for his fee, based on an agreed hourly rate. Clinton subpoenaed the attorney's time records for the days on which he purported to have worked for Clinton to show that Able had billed an impossible number of hours to Clinton and others on those days. Clinton's subpoena provided that any information concerning the matters handled for other clients be deleted or masked. Able moved to quash the subpoena on the ground of attorney-client privilege. The subpoena should be:","Upheld, because the information about hours billed is not within the privilege.","Upheld, because an attorney has no right to invoke his client's privilege without instructions from the client.","Quashed, because an attorney is entitled to a right of privacy for the work product in his files.","Quashed, because no permission was obtained from the other clients to divulge information from their files.",A
"Farmer's Garden Foods (""FGF"") was a manufacturer of quality red cheese made from imported yaks' milk. In a written agreement between FGF and Gourmet Mart (""GM""), a retail seller of fine quality foods, FGF agreed to ""sell all output of FGF red cheese to GM,"" and GM agreed to ""sell FGF red cheese exclusively."" The agreement went on to state that GM would pay $ 150$ for each 10 -wheel container of red cheese ordered from FGF. Under the above facts, what are the relative obligations of the parties?",FGF has to sell all of its output to GM; GM has to buy all of FGF's output.,FGF has to sell all of its output to GM; GM has to sell exclusively FGF red cheese.,FGF has to sell all of its output to GM; GM has to sell exclusively FGF red cheese but it does not have to buy any.,FGF has to sell all of its output to GM; GM has to buy all of FGF's output and has to sell exclusively FGF red cheese.,C
